Hostname                                  Interface     Status   Description                             Optics              Serial
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/1      |Up       |SUYU-ISIG-L3SW-01-Ge1/0/47              |SFP-SX              |AM150925BNV
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/2      |Up       |SUYU-WIFI-L3SW-01_GE1/25_Po21           |SFP-SX              |AM1508252PT
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/3      |Up       |SUYU-IPB-RNC-L2SW-01-GE1-BE10           |SFP-SX              |AC1047S059B
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/4      |Up       |SUYU-IPB-RNC-L2SW-03-GE1-BE20           |SFP-SX              |AM150925B57
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/5      |Up       |SUYU-IPB-ARNC-L3SW-02-GE2-BE60          |SFP-SX              |AM150925B4B
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/6      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/7      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/8      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/0/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/0      |Up       |SUYU-IPB-ARNC-L3SW-02-GE1-BE60          |SFP-SX              |PM752JE
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/1      |Up       |SUYU-IBC-01-Gi0/0/0/0_CISCO             |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/2      |Up       |SUYU-WIFI-L3SW-02_GE1/1_Po21            |SFP-SX              |PM752HF
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/3      |Up       |SUYU-WIFI-L3SW-02_GE1/25_Po21           |SFP-SX              |PP65VJK
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/4      |Up       |SUYU-IPB-RNC-L2SW-01-GE3-BE10           |SFP-SX              |AM150925BN3
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/5      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/6      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/7      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/8      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/1/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/0      |Up       |SUYU-WIFI-L3SW-01_GE2/1_Po21            |SFP-SX              |AM15042JFD7
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/1      |Up       |SUYU-ISIG-L3SW-02-Ge1/0/47              |SFP-SX              |AM15042JF3N
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/2      |Up       |SUYU-WIFI-L3SW-01_GE2/25_Po21           |SFP-SX              |AM15042JFBF
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/3      |Up       |SUYU-IPB-RNC-L2SW-01-GE2-BE10           |SFP-SX              |AM1110SUGGG
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/4      |Up       |SUYU-IPB-RNC-L2SW-03-GE2-BE20           |SFP-SX              |AM15042JG32
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/5      |Up       |SUYU-IPB-ARNC-L3SW-02-GE4-BE60          |SFP-SX              |AM15042JF3Q
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/6      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/7      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/8      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/2/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/0      |Up       |SUYU-IBC-02-Gi0/0/0/0_CISCO             |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/1      |Up       |SUYU-WIFI-L3SW-02_GE2/1_Po21            |SFP-SX              |AM15042JF25
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/2      |Up       |SUYU-WIFI-L3SW-02_GE2/25_Po21           |SFP-SX              |AM15042JF3S
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/3      |Up       |SUYU-IPB-RNC-L2SW-01-GE4-BE10           |SFP-SX              |AM1508252TL
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/4      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/5      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/6      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/7      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/8      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-0/3/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/0      |Up       |SNSU-IPB_P-RT-01-xe-1/2/2_N000017614242 |SFP+-10G-LR         |JC22022492
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/1      |Up       |SUYU-IBC-01-Te0/3/1/2_CISCO             |SFP+-10G-LR         |JC92017052
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/2      |Up       |SUYU-LTE-ENB-L3SW-01-TE4/1              |SFP+-10G-SR         |CG22KN0GE
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/3      |Up       |SUYU-IBC-02-Te0/3/1/2_CISCO             |SFP+-10G-LR         |JC82008973
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/4      |Up       |SUYU-IBC-02-Te0/1/0/0_CISCO             |SFP+-10G-LR         |JC22016314
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/5      |Up       |SUYU-IPB_CORE-RT-02-10GE7/0/2           |SFP+-10G-LR         |JC22019808
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/6      |Up       |SNSU-IPB_P-RT-01-xe-1/3/1_N000002940914 |SFP+-10G-LR         |JC22015827
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/7      |Up       |SUYU-IPB_CORE-RT-02-10GE7/0/3           |SFP+-10G-LR         |APS05CV
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/8      |Up       |SNSU-IPB_P-RT-01-xe-1/3/2_N000002946175 |SFP+-10G-LR         |JC52009236
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/10     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/11     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/12     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/13     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/14     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/15     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/16     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/17     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/18     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/0/19     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/0      |Up       |SNSU-IPB_P-RT-02-xe-1/2/2_N000017614243 |SFP+-10G-LR         |G8F2005639
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/1      |Up       |SUYU-IWCDMA-L3SW-03-Te3:1               |SFP+-10G-SR         |AA17113083C
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/2      |Up       |SUYU-IBC-02-Te0/3/0/0_CISCO             |SFP+-10G-LR         |JC22016341
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/3      |Up       |SUYU-LTE-ENB-L3SW-02-TE4/1              |SFP+-10G-SR         |AA171130BBB
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/4      |Up       |SUYU-IBC-02-Te0/6/0/0_CISCO             |SFP+-10G-LR         |JC22023159
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/5      |Up       |SUYU-IPB_PPE-RT-02_xe-1/1/5             |SFP+-10G-SR         |MTJ05SW
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/6      |Up       |SNSU-IPB_P-RT-02-xe-1/3/1_N000002940916 |SFP+-10G-LR         |JC22015503
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/7      |Up       |SUYU-IBC-01-Te0/1/0/3_CISCO             |SFP+-10G-LR         |APS0N7V
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/8      |Up       |SNSU-IPB_P-RT-02-xe-1/3/2_N000002946177 |SFP+-10G-LR         |53T021401545
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/9      |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/10     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/11     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/12     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/13     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/14     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/15     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/16     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/17     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/18     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-1/1/19     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/0     |Up       |SUYU-HWPTS1R-COT1-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/1     |Up       |SUYU-HWPTS-SYCOT3-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/2     |Up       |SUYU-HWPTS4R-COT5-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/3     |Up       |SUYU-HWPTS-SYCOT3-S26-S5                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/4     |Up       |SUYU-IPB-ARNC-L3SW-01-GE1-BE50          |SFP-SX              |AM151125JV5
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/5     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/6     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/7     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/8     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/0/9     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/0     |Up       |SUYU-IPB-RNC-L2SW-03-GE3-BE20           |SFP-SX              |PM75WTE
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/1     |Up       |SUYU-HWPTS1R-COT1-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/2     |Up       |SUYU-HWPTS3R-COT4-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/3     |Up       |SUYU-HWPTS4R-COT5-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/4     |Up       |SUYU-HWPTS5R-COT6-S28-S2/S3             |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/5     |Up       |SUYU-HWPTS2R-COT2-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/6     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/7     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/8     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/1/9     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/0     |Up       |SUYU-HWPTS2R-COT2-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/1     |Up       |SUYU-HWPTS3R-COT4-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/2     |Up       |SUYU-HWPTS5R-COT6-S28-S2                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/3     |Up       |SUYU-IPB-ARNC-L3SW-01-GE3-BE50          |SFP-SX              |AM1508252PY
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/4     |Up       |SUYU-IPB-ARNC-L3SW-02-GE3-BE60          |SFP-SX              |AM1508252MH
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/5     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/6     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/7     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/8     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/2/9     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/0     |Up       |SUYU-IPB-RNC-L2SW-03-GE4-BE20           |SFP-SX              |AM1508252P7
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/1     |Up       |SUYU-HWPTS-SYCOT3-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/2     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/3     |Up       |SUYU-HWPTS5R-COT6-S28-S3                |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/4     |Up       |SUYU-IPB-ARNC-L3SW-01-GE2-BE50          |SFP-SX              |AM1508252M3
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/5     |Up       |SUYU-IPB-ARNC-L3SW-01-GE4-BE50          |SFP-SX              |AM1508252PB
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/6     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/7     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/8     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |ge-10/3/9     |Down     |                                        |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/0     |Up       |SNSU-IPB_P-RT-03-xe-1/2/2_N000017614244 |SFP+-10G-LR         |JC22015805
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/1     |Up       |SUYU-IBC-01-Te0/5/0/0_CISCO             |SFP+-10G-LR         |JC22016348
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/2     |Up       |SUYU-IWCDMA-L3SW-04-Te3:1               |SFP+-10G-SR         |AA191730FGZ
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/3     |Up       |SUYU-IBC-01-Te0/6/0/0_CISCO             |SFP+-10G-LR         |G672021215
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/4     |Up       |SUYU-IPB_CORE-RT-01-10GE7/0/2           |SFP+-10G-LR         |AM5108T
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/5     |Up       |SNSU-IPB_P-RT-03-xe-1/3/1_N000002942206 |SFP+-10G-LR         |JC22016109
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/6     |Up       |SUYU-IPB_CORE-RT-01-10GE7/0/3           |SFP+-10G-LR         |53T021401681
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/7     |Up       |SUYU-IBC-02-Te0/1/1/0_CISCO             |SFP+-10G-LR         |JC22016396
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/8     |Up       |SNSU-IPB_P-RT-03-xe-1/3/2_N000002946179 |SFP+-10G-LR         |AD18295001A
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/9     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/10    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/11    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/12    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/13    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/14    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/15    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/16    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/17    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/18    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/0/19    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/0     |Up       |SNSU-IPB_P-RT-04-xe-7/0/3_N000017614245 |SFP+-10G-LR         |JC82009267
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/1     |Up       |SUYU-IBC-01-Te0/3/0/0_CISCO             |SFP+-10G-LR         |E8B2018166
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/2     |Up       |SUYU-IBC-02-Te0/5/0/0_CISCO             |SFP+-10G-LR         |JC22016430
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/3     |Up       |SUYU-IBC-01-Te0/1/0/0_CISCO             |SFP+-10G-LR         |E8B2018382
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/4     |Up       |SUYU-IPB_PPE-RT-02_xe-11/1/4            |SFP+-10G-SR         |ANT0E81
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/5     |Up       |SNSU-IPB_P-RT-04-xe-1/3/1_N000002942207 |SFP+-10G-LR         |JC22023099
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/6     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/7     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/8     |Up       |SNSU-IPB_P-RT-04-xe-1/3/2_N000002946181 |SFP+-10G-LR         |G3Q2012411
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/9     |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/10    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/11    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/12    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/13    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/14    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/15    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/16    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/17    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/18    |Down     |NONE                                    |X                   |X
SUYU-IPB-PPE-RT-01_a.txt                  |xe-11/1/19    |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/0      |Up       |SUYU-WIFI-L3SW-01_GE1/2_Po22            |SFP-SX              |AM150925BP1
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/1      |Up       |SUYU-ISIG-L3SW-01-Ge3/0/47              |SFP-SX              |AM150925B4U
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/2      |Up       |SUYU-WIFI-L3SW-01_GE1/24_Po22           |SFP-SX              |AM1508252MN
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/3      |Up       |SUYU-IPB-RNC-L2SW-02-GE1-BE10           |SFP-SX              |AC1101S006H
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/4      |Up       |SUYU-IPB-RNC-L2SW-04-GE1-BE20           |SFP-SX              |AC1048S035K
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/5      |Up       |SUYU-IPB-ARNC-L3SW-02-GE2-BE60          |SFP-SX              |AC1047S05A6
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/6      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/7      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/8      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/0/9      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/0      |Up       |SUYU-IPB-ARNC-L3SW-02-GE3-BE60          |SFP-SX              |PM75SLW
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/1      |Up       |SUYU-IBC-02-Gi0/7/0/0_CISCO             |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/2      |Up       |SUYU-WIFI-L3SW-02_GE2/2_Po22            |SFP-SX              |AM1508252PC
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/3      |Up       |SUYU-WIFI-L3SW-02_GE2/24_Po22           |SFP-SX              |PLG32C0
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/4      |Up       |SUYU-IPB-RNC-L2SW-02-GE4-BE10           |SFP-SX              |AM1508252MQ
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/5      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/6      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/7      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/8      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/1/9      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/0      |Up       |SUYU-WIFI-L3SW-01_GE2/2_Po22            |SFP-SX              |AM1508252M7
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/1      |Up       |SUYU-ISIG-L3SW-02-Ge3/0/47              |SFP-SX              |AC1047S055Y
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/2      |Up       |SUYU-WIFI-L3SW-01_GE2/24_Po22           |SFP-SX              |AC1047S058C
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/3      |Up       |SUYU-IPB-RNC-L2SW-02-GE2-BE10           |SFP-SX              |AM150925BNP
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/4      |Up       |SUYU-IPB-RNC-L2SW-04-GE2-BE20           |SFP-SX              |AC1101S0059
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/5      |Up       |SUYU-IPB-ARNC-L3SW-02-GE4-BE60          |SFP-SX              |AM150925BMW
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/6      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/7      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/8      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/2/9      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/0      |Up       |SUYU-IBC-01-Gi0/7/0/0_CISCO             |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/1      |Up       |SUYU-WIFI-L3SW-02_GE1/2_Po22            |SFP-SX              |PLG4EPG
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/2      |Up       |SUYU-WIFI-L3SW-02_GE1/24_Po22           |SFP-SX              |AM1508252M4
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/3      |Up       |SUYU-IPB-RNC-L2SW-02-GE3-BE10           |SFP-SX              |AM1508252PD
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/4      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/5      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/6      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/7      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/8      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |ge-0/3/9      |Down     |NONE                                    |X                   |X
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/0      |Up       |SNSU-IPB_P-RT-01-xe-4/1/1_N000017614246 |SFP+-10G-LR         |JC22023266
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/1      |Up       |SUYU-IBC-01-Te0/5/0/1_CISCO             |SFP+-10G-LR         |JC22015598
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/2      |Up       |SUYU-LTE-ENB-L3SW-01-TE8/1              |SFP+-10G-SR         |AA171130DSH
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/3      |Up       |SUYU-IBC-02-Te0/4/1/2_CISCO             |SFP+-10G-LR         |JC22016093
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/4      |Up       |SUYU-IBC-02-Te0/1/0/1_CISCO             |SFP+-10G-LR         |JC22016474
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/5      |Up       |SUYU-IPB_CORE-RT-01-10GE8/0/2           |SFP+-10G-LR         |53T021401768
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/6      |Up       |SNSU-IPB_P-RT-01-xe-2/3/1_N000002943992 |SFP+-10G-LR         |53T021401552
SUYU-IPB_PPE-RT-02_a.txt                  |xe-1/0/7      |Up       |SUYU-IPB_CORE-RT-01-10GE8/0/3           |SFP+-10G-LR         |AD1825501W5
